Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Attendance Rate
9,63,No,9,3,61.0,83
5,99,No,8,3,87.0,99
3,99,No,9,0,78.0,88
5,58,Yes,4,5,43.0,83
5,89,Yes,7,7,75.0,81
5,86,Yes,4,7,72.0,98
3,41,No,4,7,18.0,84
4,53,No,8,4,36.0,67
9,92,Yes,7,9,92.0,89
9,71,Yes,9,5,71.0,98
2,81,No,7,4,58.0,94
8,71,No,9,3,69.0,79
8,67,No,6,3,58.0,75
7,87,No,5,3,74.0,83
8,78,Yes,8,3,72.0,73
3,79,Yes,9,5,61.0,72
6,81,No,9,5,74.0,76
1,86,No,7,4,60.0,73
7,79,No,8,8,70.0,84
1,52,Yes,9,7,27.0,69
9,51,Yes,6,9,49.0,90
1,47,No,4,5,17.0,53
1,54,No,9,8,34.0,78
7,65,No,7,4,51.0,74
2,51,No,6,9,27.0,66
5,82,No,8,3,67.0,89
8,90,No,9,5,84.0,79
8,85,Yes,6,3,81.0,92
3,66,Yes,6,7,45.0,75
7,57,Yes,6,6,50.0,80
3,84,No,6,4,67.0,85
6,75,No,6,9,67.0,100
6,88,No,6,5,77.0,81
3,90,Yes,5,6,70.0,79
7,66,No,8,1,59.0,74
3,48,Yes,4,8,27.0,61
8,94,No,8,6,88.0,85
4,78,No,7,7,60.0,91
1,40,No,7,4,14.0,74
4,46,Yes,8,2,27.0,61
7,65,Yes,6,1,54.0,70
4,46,Yes,5,1,32.0,73
6,91,No,4,2,79.0,83
9,46,Yes,9,0,44.0,79
1,47,No,9,0,20.0,66
5,55,No,6,6,42.0,59
7,42,Yes,8,9,33.0,83
1,84,Yes,9,7,58.0,96
4,49,No,8,5,31.0,63
6,89,No,5,6,75.0,82
2,46,No,5,0,22.0,67
5,60,No,8,0,46.0,77
1,92,Yes,6,8,68.0,89
6,76,Yes,6,4,66.0,100
6,70,Yes,6,6,60.0,78
4,62,No,9,5,44.0,66
8,96,No,4,3,90.0,80
4,66,No,4,0,47.0,68
8,95,Yes,6,3,88.0,91
8,61,No,8,9,56.0,95
5,78,No,5,9,66.0,78
4,96,Yes,7,7,78.0,89
2,66,Yes,5,0,43.0,73
3,93,No,5,1,72.0,96
3,88,Yes,7,7,69.0,100
4,43,No,6,1,24.0,60
4,63,Yes,5,9,47.0,70
5,62,No,7,8,45.0,83
4,87,Yes,9,2,72.0,91
8,58,Yes,8,2,51.0,93
6,81,Yes,8,5,73.0,91
6,42,Yes,8,2,28.0,64
8,66,No,6,8,56.0,84
7,42,No,5,7,29.0,77
8,67,Yes,5,3,60.0,87
2,56,No,4,5,28.0,72
9,70,Yes,8,7,66.0,92
1,49,Yes,6,3,21.0,75
8,88,No,7,4,84.0,100
4,61,No,6,6,42.0,79
4,69,No,5,7,51.0,75
5,88,No,8,6,74.0,87
8,60,No,4,7,50.0,87
5,75,No,9,3,62.0,73
8,92,No,6,0,90.0,95
1,62,Yes,4,5,32.0,65
9,77,No,5,4,71.0,85
6,51,Yes,7,3,37.0,82
3,64,No,6,1,42.0,74
8,93,No,9,0,85.0,91
9,96,Yes,5,8,96.0,82
6,59,Yes,8,1,51.0,83
7,88,Yes,6,8,82.0,95
1,88,Yes,4,5,64.0,100
5,81,No,6,5,67.0,80
5,46,No,5,1,32.0,71
4,68,Yes,5,5,50.0,78
6,87,Yes,4,2,73.0,100
7,68,No,9,6,62.0,80
9,52,No,5,9,48.0,78
1,42,Yes,6,3,20.0,69
6,41,No,9,8,33.0,71
7,55,No,4,4,43.0,69
3,69,Yes,5,9,49.0,77
8,77,Yes,5,2,70.0,94
5,45,Yes,6,0,28.0,58
9,84,Yes,5,0,82.0,90
5,46,No,6,3,29.0,61
9,44,Yes,8,9,42.0,84
4,95,No,9,9,79.0,74
9,46,No,6,3,41.0,67
5,73,No,7,8,61.0,84
9,71,No,5,7,69.0,98
3,88,Yes,8,3,68.0,83
4,52,No,9,5,38.0,66
9,69,Yes,4,6,67.0,100
6,64,No,7,9,54.0,64
2,60,Yes,4,7,39.0,51
7,99,No,7,3,93.0,97
2,98,No,8,0,76.0,82
2,60,Yes,9,4,39.0,62
1,67,Yes,8,0,38.0,77
3,87,Yes,8,3,69.0,86
6,97,Yes,7,6,88.0,86
8,59,No,6,6,54.0,66
9,73,No,9,0,68.0,91
7,44,No,4,8,33.0,75
4,57,No,6,1,40.0,71
6,99,No,6,4,87.0,100
5,78,Yes,5,5,64.0,72
8,82,Yes,4,0,70.0,70
1,96,No,7,1,70.0,78
1,96,Yes,5,6,72.0,84
6,50,No,5,5,38.0,73
2,93,No,8,5,71.0,82
5,56,Yes,7,5,40.0,75
1,87,No,6,6,58.0,68
7,84,Yes,9,9,77.0,100
1,61,No,6,8,38.0,70
4,76,Yes,6,8,60.0,90
9,59,No,8,1,57.0,82
1,87,No,6,1,63.0,85
4,99,Yes,4,4,82.0,94
6,93,No,6,9,84.0,94
6,93,No,6,6,84.0,96
8,87,Yes,4,2,77.0,99
1,87,Yes,8,2,61.0,82
7,85,Yes,5,3,73.0,92
1,45,No,7,2,15.0,61
7,73,Yes,8,2,64.0,95
3,53,Yes,6,7,33.0,63
8,87,Yes,5,6,78.0,100
3,62,No,7,6,43.0,73
1,59,Yes,7,9,34.0,56
8,52,No,7,1,48.0,76
3,86,No,4,8,66.0,76
2,83,Yes,4,5,60.0,88
1,80,No,5,2,53.0,71
3,71,No,6,8,51.0,72
2,65,No,5,8,43.0,56
2,89,No,6,5,68.0,79
6,92,No,8,9,80.0,66
1,53,Yes,7,5,26.0,52
2,91,Yes,7,7,70.0,91
6,96,Yes,4,7,85.0,97
3,75,No,8,5,57.0,83
4,47,Yes,9,6,30.0,59
1,79,No,8,3,56.0,78
8,61,No,6,0,53.0,77
7,61,No,8,3,52.0,66
7,55,No,4,7,47.0,88
3,66,Yes,6,7,48.0,83
3,95,No,5,1,78.0,85
2,99,Yes,6,6,79.0,88
1,99,Yes,5,0,75.0,88
7,49,No,9,1,40.0,53
7,64,Yes,6,7,59.0,77
2,70,Yes,7,9,49.0,69
7,60,Yes,9,3,48.0,66
8,66,No,5,2,60.0,77
1,56,No,4,1,29.0,84
9,72,No,9,5,68.0,89
7,70,Yes,9,3,63.0,76
3,89,Yes,9,2,71.0,90
8,81,No,5,2,76.0,99
7,65,No,5,9,57.0,87
8,60,Yes,6,2,54.0,78
6,75,No,7,7,61.0,74
9,40,No,9,8,34.0,76
5,43,Yes,6,8,32.0,72
3,43,Yes,6,4,23.0,73
3,65,No,7,0,44.0,79
1,43,No,6,9,18.0,72
8,88,No,7,4,82.0,84
2,48,No,4,0,18.0,75
3,69,Yes,7,8,52.0,78
8,90,No,8,9,88.0,100
8,84,No,7,7,78.0,81
4,43,Yes,7,6,26.0,82
4,44,Yes,8,1,26.0,68
5,84,Yes,7,1,74.0,80
6,62,Yes,5,3,52.0,72
5,55,Yes,6,8,40.0,69
7,61,Yes,6,8,54.0,81
2,76,Yes,4,7,51.0,81
7,47,No,4,4,35.0,65
7,87,No,8,6,79.0,87
1,72,Yes,5,8,45.0,93
7,94,No,4,2,81.0,100
5,99,No,6,3,87.0,95
3,77,Yes,4,1,56.0,79
3,82,Yes,4,8,65.0,83
4,55,Yes,7,6,38.0,77
2,44,Yes,4,5,17.0,53
2,55,Yes,8,4,35.0,67
1,46,No,6,6,20.0,48
5,90,No,8,2,75.0,90
4,40,Yes,8,4,26.0,72
2,48,Yes,9,1,23.0,61
3,57,No,5,4,38.0,85
7,84,No,9,6,78.0,76
7,97,No,9,9,91.0,79
4,86,Yes,7,6,67.0,85
5,42,Yes,8,8,31.0,78
5,63,No,5,2,49.0,91
6,67,Yes,6,7,57.0,75
9,49,No,6,4,45.0,84
2,48,Yes,5,6,22.0,64
5,52,Yes,8,0,35.0,68
3,87,No,8,0,65.0,90
4,74,No,7,3,53.0,83
6,93,Yes,7,4,79.0,73
8,62,No,9,9,57.0,92
1,86,Yes,6,2,58.0,92
8,56,No,7,5,50.0,70
7,85,No,5,2,75.0,90
1,46,Yes,6,4,17.0,67
2,91,Yes,8,0,70.0,86
3,55,Yes,6,2,36.0,65
1,92,No,4,6,61.0,74
9,79,No,6,2,78.0,87
8,75,Yes,7,4,71.0,95
2,59,No,5,6,36.0,75
9,63,Yes,8,1,63.0,78
7,86,Yes,8,2,78.0,94
9,44,Yes,7,3,39.0,45
6,84,Yes,7,4,70.0,94
6,45,Yes,7,8,34.0,54
4,67,No,4,8,49.0,72
2,98,No,5,3,71.0,74
7,44,Yes,4,8,34.0,58
5,88,No,7,3,77.0,97
6,78,Yes,5,1,67.0,79
2,77,No,7,9,52.0,80
5,41,No,5,0,25.0,65
4,82,Yes,8,6,68.0,88
9,78,No,4,3,76.0,87
6,93,Yes,9,7,85.0,78
2,60,No,7,7,40.0,81
1,79,Yes,7,7,56.0,74
5,76,Yes,6,5,62.0,67
9,98,Yes,9,8,99.0,92
6,57,Yes,8,3,46.0,88
7,93,Yes,7,4,86.0,98
5,87,Yes,4,3,73.0,82
6,85,No,8,4,74.0,82
5,51,Yes,7,1,37.0,68
9,56,No,4,4,50.0,95
6,76,Yes,6,9,65.0,85
8,85,No,6,7,79.0,92
2,77,Yes,4,8,53.0,86
9,54,Yes,8,6,55.0,80
5,46,No,4,6,31.0,66
7,53,Yes,9,5,47.0,73
1,89,Yes,4,1,63.0,81
5,40,Yes,6,9,27.0,66
2,77,Yes,6,9,53.0,84
6,42,No,6,8,33.0,69
1,76,Yes,9,4,56.0,85
3,83,No,7,5,65.0,81
5,70,Yes,9,0,55.0,79
4,82,Yes,7,4,67.0,65
3,52,Yes,9,5,32.0,77
5,87,Yes,5,9,73.0,88
8,57,No,7,1,45.0,83
4,56,Yes,8,6,43.0,47
1,56,Yes,8,3,32.0,88
7,50,Yes,6,4,42.0,71
8,59,No,9,2,55.0,88
3,49,No,4,4,28.0,57
6,68,No,6,3,58.0,85
2,87,No,4,9,67.0,73
7,73,Yes,9,5,66.0,77
8,56,Yes,6,1,46.0,92
6,93,No,6,2,79.0,86
6,91,Yes,8,9,83.0,91
5,81,Yes,4,0,63.0,89
8,52,No,5,6,45.0,78
1,83,Yes,5,8,63.0,83
4,86,No,6,1,70.0,87
4,78,No,9,6,58.0,100
3,66,No,6,2,50.0,75
3,93,No,8,4,77.0,89
4,92,No,4,5,75.0,96
1,65,No,6,7,40.0,82
2,67,Yes,9,3,43.0,84
9,52,Yes,5,1,47.0,80
2,51,Yes,4,2,22.0,54
5,83,No,6,7,71.0,99
9,67,No,4,6,63.0,71
9,41,No,8,5,37.0,73
8,76,Yes,5,4,72.0,78
1,96,Yes,9,4,73.0,85
1,96,No,4,0,72.0,88
9,73,No,5,5,68.0,86
8,62,No,6,8,59.0,83
9,97,No,9,7,97.0,100
7,91,No,9,9,83.0,93
3,84,Yes,7,0,65.0,80
3,68,No,4,5,47.0,83
2,74,No,5,2,51.0,87
5,50,No,4,5,32.0,57
3,87,No,6,8,63.0,87
6,72,Yes,6,5,60.0,86
2,90,No,9,7,70.0,81
3,50,No,9,5,32.0,81
5,48,No,5,5,32.0,67
1,53,Yes,8,6,29.0,68
1,48,No,4,9,21.0,63
9,78,Yes,4,3,74.0,86
7,87,No,6,7,81.0,78
1,42,No,4,3,11.0,47
8,68,No,5,6,65.0,97
3,58,No,7,0,37.0,63
8,75,No,9,8,75.0,77
5,71,No,6,9,61.0,61
1,46,No,9,8,17.0,57
7,94,No,9,6,87.0,79
5,67,No,9,7,52.0,92
6,83,Yes,7,1,71.0,94
6,57,Yes,4,9,46.0,68
8,99,Yes,8,9,99.0,100
9,44,Yes,9,6,40.0,81
2,62,No,5,0,42.0,70
9,94,No,9,2,91.0,70
9,61,Yes,9,5,57.0,100
7,65,Yes,4,4,58.0,66
1,81,Yes,5,4,55.0,63
7,51,Yes,4,8,46.0,84
5,79,No,9,5,64.0,100
6,58,Yes,4,2,45.0,86
7,86,No,4,1,78.0,92
5,40,No,6,8,24.0,71
7,42,No,7,9,36.0,78
9,66,Yes,8,3,65.0,89
3,57,Yes,7,4,35.0,72
8,89,No,7,8,87.0,92
2,69,Yes,5,4,45.0,73
7,41,Yes,6,6,35.0,63
2,44,No,6,1,18.0,60
4,68,No,4,1,46.0,59
7,72,Yes,7,3,63.0,80
3,81,No,8,7,62.0,72
2,59,Yes,5,1,35.0,60
7,69,Yes,6,9,63.0,83
1,81,No,4,6,58.0,92
8,44,No,8,0,37.0,79
3,89,Yes,7,8,74.0,71
2,60,No,8,9,40.0,63
3,97,Yes,6,5,78.0,96
5,54,No,5,0,38.0,62
8,59,Yes,7,9,55.0,76
7,47,No,5,5,39.0,76
7,88,Yes,9,4,84.0,81
7,70,Yes,8,4,60.0,81
8,51,No,8,4,47.0,62
1,60,Yes,4,3,34.0,64
4,69,Yes,7,6,54.0,80
6,66,Yes,8,8,56.0,64
9,83,Yes,6,3,82.0,93
2,65,Yes,9,1,45.0,74
1,72,No,6,1,45.0,79
2,65,Yes,5,1,43.0,75
7,65,Yes,9,6,57.0,91
3,75,Yes,9,3,56.0,79
2,79,No,6,3,56.0,74
7,40,No,8,0,30.0,69
2,98,Yes,6,3,75.0,91
3,54,Yes,7,5,33.0,69
7,89,No,5,1,80.0,88
4,40,No,9,3,27.0,60
1,50,Yes,7,6,26.0,60
5,94,No,8,8,81.0,76
9,41,Yes,8,1,41.0,88
8,40,Yes,6,7,34.0,58
9,70,Yes,4,5,68.0,77
9,83,No,9,7,83.0,83
7,55,Yes,9,1,44.0,82
4,93,Yes,4,0,75.0,83
5,61,No,8,6,52.0,88
1,81,Yes,8,8,56.0,72
1,57,Yes,9,8,37.0,73
3,86,Yes,5,1,67.0,75
8,56,No,9,3,50.0,95
2,69,No,8,0,46.0,63
4,49,Yes,8,6,31.0,71
2,74,No,5,1,51.0,82
5,97,Yes,7,3,82.0,93
9,60,Yes,7,1,58.0,77
1,55,No,5,0,31.0,67
5,45,No,5,6,29.0,68
9,42,Yes,7,5,40.0,70
1,80,No,7,1,51.0,85
9,82,No,7,3,79.0,100
8,60,No,7,2,52.0,72
4,52,Yes,9,2,36.0,58
5,57,Yes,9,2,43.0,72
5,97,No,6,3,81.0,100
6,93,Yes,5,0,81.0,81
7,99,Yes,4,0,84.0,100
8,63,No,6,6,55.0,93
8,66,Yes,4,4,64.0,77
2,93,No,4,2,68.0,88
9,43,Yes,8,8,41.0,87
7,61,Yes,5,4,53.0,74
4,63,No,9,9,50.0,74
4,79,Yes,6,2,65.0,77
8,84,No,5,8,78.0,78
4,49,Yes,7,0,31.0,62
6,41,Yes,5,8,30.0,57
5,79,Yes,4,4,64.0,82
3,45,No,9,5,26.0,59
2,87,Yes,7,1,66.0,85
9,57,Yes,5,7,55.0,64
9,56,No,5,2,52.0,80
1,77,No,9,0,57.0,86
3,84,Yes,4,6,68.0,65
8,62,No,7,2,57.0,82
6,85,No,4,3,75.0,97
5,69,No,9,4,54.0,66
5,97,No,5,0,82.0,100
6,60,Yes,6,8,51.0,80
7,49,No,6,6,43.0,67
1,95,Yes,8,1,68.0,83
9,82,Yes,6,0,77.0,92
3,52,Yes,9,1,33.0,70
4,51,No,9,2,37.0,76
1,48,No,9,2,23.0,57
3,43,Yes,7,7,26.0,68
2,78,Yes,8,4,56.0,65
2,63,No,7,8,42.0,72
1,93,No,6,2,65.0,74
8,73,Yes,6,5,66.0,76
3,78,No,5,3,57.0,90
3,80,No,7,7,59.0,89
6,44,Yes,4,0,28.0,73
8,54,No,5,3,46.0,64
9,89,No,7,6,84.0,87
9,43,Yes,9,8,42.0,84
4,90,No,8,0,73.0,87
5,91,Yes,7,7,77.0,100
2,97,No,8,1,74.0,89
9,78,Yes,8,3,75.0,88
8,97,No,6,3,94.0,91
3,47,Yes,4,7,27.0,68
9,88,No,7,1,89.0,90
3,84,No,4,6,62.0,87
9,63,No,8,2,59.0,88
2,92,Yes,6,8,73.0,78
9,67,No,4,4,57.0,67
8,94,Yes,5,7,90.0,75
9,82,No,8,4,80.0,93
5,66,No,5,0,50.0,66
2,40,No,9,8,18.0,43
8,73,No,4,9,68.0,87
6,56,No,4,6,39.0,94
8,76,No,4,3,67.0,83
5,77,Yes,9,6,69.0,91
2,65,Yes,7,4,43.0,74
6,96,No,8,9,84.0,89
5,63,No,8,8,50.0,84
5,78,No,8,1,65.0,79
1,99,No,7,3,74.0,88
2,60,No,4,5,35.0,73
8,69,Yes,4,4,61.0,74
3,86,No,9,0,64.0,91
3,90,No,5,8,66.0,81
8,87,Yes,7,8,81.0,82
8,96,Yes,6,2,93.0,98
2,52,Yes,7,3,28.0,59
8,76,No,9,3,71.0,85
1,42,No,5,9,13.0,61
6,71,No,5,7,59.0,89
8,74,No,5,5,67.0,87
3,58,No,4,1,35.0,70
8,53,Yes,6,3,46.0,82
1,87,No,5,0,59.0,92
9,61,No,8,2,57.0,84
9,56,No,4,3,51.0,76
5,98,Yes,6,7,80.0,76
4,43,No,8,2,22.0,55
6,84,No,6,4,71.0,82
7,79,No,9,0,73.0,80
5,58,No,6,3,40.0,70
9,76,Yes,8,1,75.0,87
3,41,Yes,7,3,24.0,70
7,54,Yes,6,4,45.0,73
5,41,No,7,2,25.0,70
7,50,Yes,6,5,42.0,73
2,84,Yes,9,1,63.0,63
4,62,No,8,4,44.0,65
2,49,No,6,3,26.0,65
7,42,Yes,5,4,31.0,57
2,44,Yes,9,8,26.0,72
1,42,Yes,5,5,15.0,76
9,77,Yes,9,6,77.0,98
1,52,No,9,7,31.0,66
8,81,No,6,8,75.0,100
2,58,Yes,8,4,34.0,71
8,79,Yes,8,7,74.0,83
3,89,Yes,4,1,68.0,78
6,74,No,8,9,64.0,79
3,63,No,7,8,43.0,69
7,63,No,6,1,54.0,79
9,56,Yes,5,4,53.0,79
2,79,No,8,5,56.0,78
5,49,Yes,5,3,34.0,73
6,41,Yes,4,7,27.0,77
4,83,No,6,9,66.0,91
4,62,Yes,8,2,41.0,59
4,45,No,5,4,25.0,42
2,41,No,9,1,20.0,72
4,60,Yes,8,2,45.0,61
1,94,Yes,4,7,70.0,82
6,95,No,9,4,86.0,80
1,74,No,5,2,46.0,58
6,88,No,5,4,73.0,90
1,68,No,6,8,42.0,80
6,46,No,6,2,27.0,61
8,68,No,5,9,64.0,58
2,92,No,9,6,71.0,79
2,76,Yes,6,7,56.0,82
4,62,No,5,4,43.0,60
3,72,Yes,9,2,50.0,78
4,47,Yes,7,5,31.0,68
7,51,No,8,2,42.0,78
1,85,No,7,8,60.0,81
6,87,No,7,1,76.0,78
3,49,No,8,2,28.0,78
7,54,No,5,6,45.0,72
2,92,Yes,5,9,71.0,84
2,63,Yes,6,7,44.0,65
4,65,No,4,4,48.0,71
1,86,No,5,4,57.0,71
3,81,No,8,4,61.0,79
9,92,No,4,3,86.0,100
7,99,Yes,8,8,95.0,82
7,78,Yes,8,5,70.0,69
4,97,Yes,8,7,81.0,100
2,42,No,4,7,18.0,61
4,41,No,7,4,24.0,59
6,45,No,9,8,32.0,78
3,60,Yes,8,1,40.0,66
1,48,Yes,6,7,25.0,82
8,49,Yes,5,2,41.0,78
5,75,No,9,6,66.0,78
5,98,Yes,5,8,83.0,100
4,42,No,5,4,22.0,59
6,80,Yes,4,7,70.0,91
3,63,No,6,3,42.0,75
9,61,No,6,0,56.0,90
5,88,No,9,0,72.0,99
3,53,No,6,5,31.0,68
1,81,Yes,6,7,60.0,73
6,84,Yes,6,9,74.0,90
2,83,Yes,9,1,62.0,75
3,66,No,7,3,44.0,92
1,72,Yes,6,2,46.0,75
9,99,No,6,8,96.0,91
8,61,Yes,4,2,51.0,78
2,68,Yes,4,7,43.0,61
8,58,No,6,6,51.0,67
9,58,No,7,0,58.0,90
1,45,No,6,7,23.0,59
5,84,Yes,6,8,67.0,73
8,58,No,6,7,50.0,81
2,52,Yes,8,9,31.0,79
4,98,Yes,7,9,83.0,96
7,65,Yes,5,0,55.0,87
3,61,No,6,6,44.0,67
5,60,Yes,5,8,45.0,61
8,75,No,7,4,73.0,99
3,95,No,6,1,76.0,83
4,41,Yes,5,7,23.0,63
9,86,Yes,9,8,84.0,100
7,83,Yes,5,6,73.0,90
1,69,Yes,7,4,48.0,79
4,66,No,6,7,50.0,96
4,46,No,8,5,30.0,62
9,59,No,7,3,51.0,85
6,89,No,8,0,76.0,87
9,70,No,6,5,66.0,85
6,62,No,5,7,50.0,90
6,52,No,9,2,40.0,76
5,56,No,9,6,42.0,78
5,43,No,7,6,29.0,77
2,96,Yes,7,8,77.0,84
8,53,Yes,7,0,45.0,66
8,59,No,4,4,49.0,66
1,99,No,9,7,74.0,68
8,52,Yes,9,2,45.0,93
5,42,Yes,6,4,27.0,56
2,65,Yes,4,0,44.0,71
2,65,No,7,8,42.0,70
6,57,Yes,7,3,43.0,76
9,71,Yes,8,4,68.0,91
1,53,Yes,4,2,29.0,75
6,86,Yes,5,1,73.0,80
9,42,Yes,9,6,39.0,70
8,40,No,6,4,30.0,70
6,65,Yes,5,9,53.0,75
3,63,No,5,2,38.0,86
8,88,Yes,6,1,82.0,93
9,74,Yes,7,9,72.0,92
1,53,Yes,9,5,24.0,71
9,42,Yes,8,9,44.0,84
6,52,Yes,7,5,45.0,75
6,86,No,7,2,75.0,74
4,89,No,4,8,75.0,90
1,53,No,5,0,26.0,60
8,60,No,5,2,49.0,71
2,65,No,9,0,42.0,78
1,42,No,5,6,14.0,73
2,90,No,8,1,64.0,82
1,79,Yes,8,3,54.0,80
1,43,No,8,3,16.0,78
9,75,Yes,6,7,73.0,87
1,90,Yes,9,3,67.0,100
4,82,No,8,2,69.0,89
6,40,Yes,4,9,28.0,51
7,79,Yes,4,2,67.0,90
2,86,No,7,4,62.0,84
6,72,Yes,7,5,60.0,92
7,46,No,9,6,43.0,79
2,92,Yes,7,4,70.0,83
2,91,No,7,6,70.0,73
7,91,Yes,4,3,84.0,88
1,95,No,7,4,72.0,77
8,50,Yes,4,5,44.0,68
3,66,No,8,8,46.0,80
6,53,Yes,8,5,41.0,87
9,61,Yes,9,9,58.0,83
6,55,No,6,0,44.0,63
9,85,Yes,7,6,89.0,96
7,51,No,8,2,45.0,85
9,88,Yes,8,5,87.0,85
2,85,Yes,9,1,61.0,79
8,49,No,5,6,41.0,72
8,63,Yes,5,0,57.0,72
2,85,No,9,1,62.0,87
4,57,Yes,4,8,39.0,70
7,61,Yes,6,8,54.0,81
4,48,Yes,9,6,33.0,61
4,56,Yes,5,1,42.0,69
6,77,No,6,4,70.0,91
6,79,No,8,3,67.0,79
3,97,Yes,9,1,80.0,100
9,52,Yes,4,1,44.0,70
2,89,No,6,9,69.0,86
6,76,Yes,5,7,66.0,91
7,45,No,8,4,35.0,57
9,60,Yes,9,7,61.0,64
3,90,Yes,7,1,68.0,69
3,75,No,8,1,55.0,89
7,46,Yes,5,2,36.0,65
4,75,No,9,9,56.0,100
8,64,No,5,7,58.0,74
7,50,No,7,7,40.0,74
5,83,No,8,2,68.0,97
7,53,No,6,0,43.0,91
3,84,No,6,6,61.0,99
2,68,Yes,8,3,45.0,85
6,49,No,6,2,36.0,80
2,89,No,9,4,67.0,88
3,87,Yes,8,5,67.0,90
6,44,No,8,0,29.0,62
5,47,Yes,5,8,31.0,61
8,85,No,4,5,74.0,86
9,44,No,5,2,37.0,69
3,97,No,6,0,79.0,84
3,99,Yes,4,8,76.0,93
3,63,Yes,8,1,45.0,83
6,79,No,6,9,65.0,83
1,96,No,7,5,72.0,98
7,65,Yes,6,5,62.0,70
1,45,Yes,4,2,19.0,62
5,55,Yes,4,5,39.0,65
8,99,No,8,1,93.0,76
4,75,Yes,9,7,62.0,80
5,51,Yes,7,0,37.0,69
4,50,Yes,8,5,34.0,83
4,42,Yes,7,0,23.0,71
8,83,Yes,7,8,79.0,78
2,76,Yes,8,8,51.0,93
1,45,Yes,6,5,18.0,74
3,58,No,5,5,41.0,78
9,57,Yes,7,8,57.0,77
4,55,No,4,4,36.0,61
5,62,No,8,8,47.0,71
2,82,Yes,9,4,65.0,92
4,76,No,6,3,57.0,96
2,48,No,7,1,22.0,79
2,42,Yes,9,1,20.0,59
4,47,No,6,0,27.0,56
6,77,Yes,8,9,64.0,83
7,43,Yes,9,2,32.0,52
3,51,Yes,4,0,29.0,70
3,83,Yes,7,5,62.0,79
6,70,Yes,7,6,56.0,74
3,64,Yes,9,8,43.0,58
2,92,Yes,6,6,70.0,89
8,55,No,8,3,49.0,71
5,81,Yes,5,3,68.0,73
1,93,No,7,7,66.0,56
3,53,Yes,4,3,31.0,68
8,52,Yes,7,0,44.0,90
4,80,Yes,7,8,65.0,97
7,46,No,5,2,36.0,66
2,51,No,5,0,27.0,61
7,76,No,8,8,71.0,89
5,89,No,7,9,76.0,77
5,43,No,7,9,31.0,71
6,41,No,6,4,26.0,73
9,74,Yes,6,8,69.0,95
6,97,Yes,9,2,90.0,91
8,83,No,9,5,79.0,86
7,42,No,4,6,33.0,61
9,43,No,4,4,40.0,64
4,77,No,6,7,58.0,77
2,51,No,9,9,28.0,70
7,58,Yes,4,5,50.0,84
6,49,Yes,7,5,37.0,63
1,40,Yes,9,6,15.0,75
9,56,Yes,5,7,50.0,73
9,55,Yes,9,1,55.0,78
2,48,Yes,7,6,25.0,59
3,96,Yes,6,8,79.0,66
5,92,Yes,8,0,79.0,96
5,48,No,8,0,36.0,77
1,98,No,6,6,69.0,81
8,94,Yes,7,4,83.0,90
8,48,Yes,4,0,44.0,78
4,51,Yes,9,0,36.0,56
7,94,No,9,1,84.0,85
3,80,No,4,9,58.0,86
6,54,Yes,8,8,44.0,62
9,41,No,6,2,36.0,73
1,50,Yes,6,8,23.0,53
5,50,Yes,5,5,33.0,73
4,47,Yes,8,9,31.0,68
8,94,Yes,6,5,90.0,77
1,71,Yes,5,6,45.0,84
9,45,No,4,9,40.0,65
6,92,Yes,8,7,81.0,81
4,59,Yes,8,2,47.0,76
9,78,Yes,6,7,75.0,97
5,74,Yes,6,5,61.0,71
5,47,No,7,5,37.0,71
5,89,Yes,4,2,75.0,90
1,88,Yes,4,5,63.0,87
1,82,No,9,7,61.0,82
8,73,Yes,5,6,70.0,81
8,96,Yes,5,9,91.0,85
6,92,Yes,7,9,80.0,89
4,98,Yes,9,6,83.0,79
2,95,No,4,2,72.0,58
2,58,Yes,5,9,35.0,74
9,46,Yes,4,2,41.0,80
5,70,No,4,4,57.0,57
4,57,Yes,9,4,43.0,64
1,79,Yes,5,8,55.0,84
7,53,No,6,8,42.0,91
3,78,Yes,6,9,59.0,80
6,99,No,9,4,90.0,85
5,92,Yes,5,4,79.0,86
5,99,No,7,5,89.0,100
5,98,Yes,8,7,87.0,85
1,75,Yes,9,5,50.0,69
1,56,No,4,5,33.0,65
3,76,Yes,9,8,58.0,70
4,83,No,8,0,68.0,84
5,48,No,9,3,33.0,84
2,97,No,5,9,73.0,88
8,59,No,4,9,50.0,74
2,84,Yes,8,1,59.0,77
9,96,No,6,8,93.0,79
2,67,Yes,7,2,47.0,83
9,89,Yes,9,9,89.0,91
7,59,No,9,1,47.0,73
8,80,No,8,7,77.0,100
2,75,Yes,7,3,53.0,80
7,92,No,9,1,87.0,84
6,66,Yes,6,3,53.0,73
4,47,No,8,6,28.0,77
7,71,Yes,5,6,66.0,83
4,40,Yes,4,0,23.0,52
2,56,No,6,0,28.0,75
7,96,Yes,7,2,89.0,86
8,48,Yes,7,1,38.0,88
2,59,No,6,2,37.0,80
5,84,No,5,3,66.0,78
1,71,No,9,6,44.0,85
7,41,No,5,1,33.0,70
8,71,No,9,6,67.0,91
6,84,Yes,9,4,76.0,91
5,48,Yes,7,7,33.0,61
6,69,No,9,7,59.0,74
2,59,Yes,6,4,39.0,81
1,77,Yes,9,9,55.0,75
7,99,Yes,6,7,96.0,91
